id,game,code,name,aka,faction,domain,kind,tech,role,description,hp,cost_metal,cost_energy,build_time,speed,weapons,image
bar-corap,bar,corap,Aircraft Plant,Produces Tech 1 Aircraft,core,structure,Produces Tech 1 Aircraft,1,t1_factory_air,Produces Tech 1 Aircraft,2150,630,1100,5380,,,img/bar/corap.png
bar-correcl,bar,correcl,Death Cavalry,Resurrection Sub,core,navy,Resurrection Sub,1,other,Resurrection Sub,420,200,3200,5960,66.9,,img/bar/correcl.png
bar-legap,bar,legap,Legion Drone Plant,Drone Plant,legion,other,Drone Plant,1,t1_factory_air,Drone Plant,1780,430,1100,6380,,,img/bar/legap.png
bar-legfdrag,bar,legfdrag,Shark's Teeth,Naval Fortification,legion,other,Naval Fortification,1,other,Naval Fortification,4450,15,0,400,,,img/bar/legfdrag.png
bar-armmanni,bar,armmanni,Starlight,Mobile Tachyon Weapon,arm,land,Mobile Tachyon Weapon,2,other,Mobile Tachyon Weapon,2800,1200,18500,33000,42,Heavy long-range g2g tachyon beam,img/bar/armmanni.png
bar-cormexp,bar,cormexp,Advanced Exploiter,Armed Advanced Metal Extractor,core,structure,Armed Advanced Metal Extractor,2,t2_mex,Armed Advanced Metal Extractor,7800,2400,12000,32500,,High energy g2g laser | Heavy g2g/g2a barrage missile launcher,img/bar/cormexp.png
bar-legaabot,bar,legaabot,Toxotai,Amphibious Anti-Air Bot,legion,land,Amphibious Anti-Air Bot,1,t1_aa,Amphibious Anti-Air Bot,610,120,950,1800,55,Advanced g2a Salvo Missile Launcher,img/bar/legaabot.png
bar-armsh,bar,armsh,Seeker,Fast Attack Hovercraft,arm,land,Fast Attack Hovercraft,1,t1_hover,Fast Attack Hovercraft,290,85,1250,1700,113.7,Light Close-Quarters Fast-Firing g2g Laser,img/bar/armsh.png
bar-leganavyradjamship,bar,leganavyradjamship,Dolus,Hybrid Radar & Jammer Ship,legion,navy,Hybrid Radar & Jammer Ship,2,other,Hybrid Radar & Jammer Ship,1700,450,6000,19800,36,,img/bar/leganavyradjamship.png
bar-armrock,bar,armrock,Rocketeer,Rocket Bot - good vs. static defenses,arm,land,Rocket Bot - good vs. static defenses,1,t1_arty,Rocket Bot - good vs. static defenses,720,120,1000,2010,50.7,Medium g2g rocket launcher,img/bar/armrock.png
bar-legfmg,bar,legfmg,Gelasma,Heavy Land/Air Floating Gatling Gun Turret,legion,other,Heavy Land/Air Floating Gatling Gun Turret,1,t1_aa,Heavy Land/Air Floating Gatling Gun Turret,3900,450,5500,7600,,Rapid-Fire Gatling Gun,img/bar/legfmg.png
bar-corshroud,bar,corshroud,Shroud,Long-Range Jamming Tower,core,structure,Long-Range Jamming Tower,2,other,Long-Range Jamming Tower,890,130,20000,9400,,,img/bar/corshroud.png
bar-cormando,bar,cormando,Commando,Stealthy Paratrooper Bot,core,land,Stealthy Paratrooper Bot,2,other,Stealthy Paratrooper Bot,1560,1200,15500,24000,75,CommandoBlaster,img/bar/cormando.png
bar-leganavymissileship,bar,leganavymissileship,Ultor,Missile Cruiser,legion,navy,Missile Cruiser,2,t2_cruiser,Missile Cruiser,3350,2000,10000,23000,61.44,Anti-Air Salvo Missile Launcher | Heavy Long-Range Vertical Salvo Rocket Launcher,img/bar/leganavymissileship.png
bar-corflak,bar,corflak,Birdshot,Anti-Air Flak Gun,core,structure,Anti-Air Flak Gun,2,t2_flak,Anti-Air Flak Gun,1840,850,14000,20100,,Heavy g2a flak cannon,img/bar/corflak.png
bar-legcom,bar,legcom,Legion Commander,Commander,legion,commander,Commander,0,commander,Commander,3700,2700,26000,75000,37.5,Close-Quarters Heatray | Disintegrator | Anti Air Missile Launcher | Underwater Torpedo Launcher,img/bar/legcom.png
bar-legacv,bar,legacv,Advanced Construction Vehicle,Tech 2 Constructor,legion,other,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,1950,530,6600,11900,55.5,,img/bar/legacv.png
bar-armsptk,bar,armsptk,Recluse,All-Terrain Rocket Spider,arm,land,All-Terrain Rocket Spider,2,t2_mml,All-Terrain Rocket Spider,1390,400,4500,11500,47,Parabolic trajectory g2g multi-rocket launcher,img/bar/armsptk.png
bar-armap,bar,armap,Aircraft Plant,Produces Tech 1 Aircraft,arm,structure,Produces Tech 1 Aircraft,1,t1_factory_air,Produces Tech 1 Aircraft,2050,650,1100,5450,,,img/bar/armap.png
bar-armmls,bar,armmls,Voyager,Naval Engineer,arm,navy,Naval Engineer,2,t2_engineer,Naval Engineer,1460,190,3200,6000,66,,img/bar/armmls.png
bar-armamph,bar,armamph,Platypus,Amphibious Bot,arm,land,Amphibious Bot,2,t2_amphib,Amphibious Bot,1170,260,2700,7000,90,Light close-quarters laser | Light g2a missile launcher,img/bar/armamph.png
bar-cormship,bar,cormship,Messenger,Cruise Missile Ship,core,navy,Cruise Missile Ship,2,other,Cruise Missile Ship,3350,2000,10000,24000,61.44,Heavy long-range g2g starburst rocket launcher | Medium Range g2a AA Missiles | Heavy long-range g2g ballistic missile launcher,img/bar/cormship.png
bar-legatorpbomber,bar,legatorpbomber,Aesacus,Torpedo Bomber,legion,other,Torpedo Bomber,2,t1_sub,Torpedo Bomber,1900,480,9480,21970,290,Medium Homing Torpedo Launcher,img/bar/legatorpbomber.png
bar-armuwadvms,bar,armuwadvms,Hardened Metal Storage,Increases Metal Storage (10000),arm,structure,Increases Metal Storage (10000),2,other,Increases Metal Storage (10000),10300,750,11500,20400,,,img/bar/armuwadvms.png
bar-corfmkr,bar,corfmkr,Naval Energy Converter,Converts 70 energy into 1 metal per sec,core,structure,Converts 70 energy into 1 metal per sec,1,t1_fab,Converts 70 energy into 1 metal per sec,167,1,1250,2680,,,img/bar/corfmkr.png
bar-legsh,bar,legsh,Glaucus,Fast Attack Hovercraft,legion,land,Fast Attack Hovercraft,1,t1_hover,Fast Attack Hovercraft,220,60,1200,1200,96,Light Close-Quarters g2g Heat Ray,img/bar/legsh.png
bar-armmercury,bar,armmercury,Mercury,Long Range Anti-Air Tower,arm,structure,Long Range Anti-Air Tower,2,t2_flak,Long Range Anti-Air Tower,1670,1600,33000,28000,,Heavy long-range g2a guided missile launcher,img/bar/armmercury.png
bar-armyork,bar,armyork,Shredder,Anti-Air Flak Vehicle,arm,land,Anti-Air Flak Vehicle,2,t2_flak,Anti-Air Flak Vehicle,2600,450,9100,13000,70.5,Missiles | Heavy g2a flak cannon,img/bar/armyork.png
bar-cormabm,bar,cormabm,Saviour,Mobile Anti-Nuke,core,land,Mobile Anti-Nuke,2,antinuke,Mobile Anti-Nuke,870,1250,32000,52000,51,ICBM intercepting missile launcher,img/bar/cormabm.png
bar-corarch,bar,corarch,Arrow Storm,Anti-Air Ship,core,navy,Anti-Air Ship,2,other,Anti-Air Ship,3900,1000,12000,21000,60.48,Missiles | AA2Missile | FlakCannon,img/bar/corarch.png
bar-cormstor,bar,cormstor,Metal Storage,Increases Metal Storage (3000),core,structure,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),2100,340,590,2920,,,img/bar/cormstor.png
bar-armbrawl,bar,armbrawl,Roughneck,Gunship,arm,air,Gunship,2,t2_gunship,Gunship,1780,310,6200,17000,160.8,Rapid-fire a2g plasma guns,img/bar/armbrawl.png
bar-armwar,bar,armwar,Centurion,Anti-Swarm Bot,arm,land,Anti-Swarm Bot,1,t1_light_bot,Anti-Swarm Bot,1590,270,3100,4200,45,Dual close-quarters g2g laser,img/bar/armwar.png
bar-legfhive,bar,legfhive,Naval Hive,Carries 6 Drones (costs 15m 500E each),legion,structure,Carries 6 Drones (costs 15m 500E each),1,other,Carries 6 Drones (costs 15m 500E each),1200,300,9000,7500,,HeavyCannon,img/bar/legfhive.png
bar-armcsa,bar,armcsa,Construction Seaplane,Tech 1 Constructor,arm,air,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,405,150,7800,14500,192,,img/bar/armcsa.png
bar-armmlv,bar,armmlv,Groundhog,Stealthy Minelayer / Minesweeper,arm,land,Stealthy Minelayer / Minesweeper,1,other,Stealthy Minelayer / Minesweeper,335,57,1100,3520,75,Seismic charge,img/bar/armmlv.png
bar-corgantuw,bar,corgantuw,Experimental Gantry,Produces Large Amphibious Units,core,structure,Produces Large Amphibious Units,3,t2_factory_land,Produces Large Amphibious Units,17800,8350,62500,68000,,,img/bar/corgantuw.png
bar-correap,bar,correap,Tiger,Heavy Assault Tank,core,land,Heavy Assault Tank,2,t2_tank,Heavy Assault Tank,5300,665,10000,16000,70.5,PlasmaCannon,img/bar/correap.png
bar-legeshotgunmech,bar,legeshotgunmech,Praetorian,Multi-Weapon Shotgun Assault Mech,legion,land,Multi-Weapon Shotgun Assault Mech,3,experimental,Multi-Weapon Shotgun Assault Mech,25000,7000,120000,159000,60,Long-Range Cluster Plasma Cannon | Rotary Microflak Cannon | Targeting System | Parabolic Trajectory Multi-Rocket Launcher | Long-Range Cluster Plasma Cannon | Dual Heavy Assault Kinetic Shotgun,img/bar/legeshotgunmech.png
bar-armham,bar,armham,Mace,Light Plasma Bot,arm,land,Light Plasma Bot,1,t1_arty,Light Plasma Bot,1000,130,1300,2200,46.2,Light g2g plasma cannon (low trajectory),img/bar/armham.png
bar-armmship,bar,armmship,Longbow,Missile Cruiser,arm,navy,Missile Cruiser,2,t2_cruiser,Missile Cruiser,3350,2000,10000,24000,63,Heavy long-range g2g starburst rocket launcher | Medium Range g2a AA Missiles | Heavy long-range g2g ballistic missile launcher,img/bar/armmship.png
bar-legafigdef,bar,legafigdef,Ajax,Defensive Air-Superiority Fighter,legion,other,Defensive Air-Superiority Fighter,2,t2_flak,Defensive Air-Superiority Fighter,480,180,6200,11850,270,Heavy A2A Gatling Guns,img/bar/legafigdef.png
bar-legcluster,bar,legcluster,Amputator,Area Control Cluster Artillery,legion,structure,Area Control Cluster Artillery,1,t2_arty,Area Control Cluster Artillery,2900,850,11000,17400,,Long-Range g2g Cluster Plasma Cannon | Long-Range g2g Cluster Plasma Cannon | Long-Range g2g Cluster Plasma Cannon | Cluster Munitions,img/bar/legcluster.png
bar-corfink,bar,corfink,Finch,Scout,core,air,Scout,1,t1_air_scout,Scout,100,51,1450,2400,360,,img/bar/corfink.png
bar-corfav,bar,corfav,Rascal,Light Scout Vehicle,core,land,Light Scout Vehicle,1,t1_land_scout,Light Scout Vehicle,90,26,270,1150,153,Light Close-Quarters g2g Laser,img/bar/corfav.png
bar-cortl,bar,cortl,Urchin,Offshore Torpedo Launcher,core,structure,Offshore Torpedo Launcher,1,other,Offshore Torpedo Launcher,1440,170,1800,3750,,Torpedo launcher,img/bar/cortl.png
bar-armamex,bar,armamex,Twilight,Stealthy Cloakable Metal Extractor,arm,structure,Stealthy Cloakable Metal Extractor,1,t1_mex,Stealthy Cloakable Metal Extractor,1610,200,1500,1800,,,img/bar/armamex.png
bar-leginc,bar,leginc,Incinerator,(barely) Mobile Heavy Heat Ray,legion,land,(barely) Mobile Heavy Heat Ray,2,t2_tank,(barely) Mobile Heavy Heat Ray,9000,2300,46000,69700,24,Heavy g2g Sustained Heat Ray,img/bar/leginc.png
bar-cormist,bar,cormist,Lasher,Missile Truck,core,land,Missile Truck,1,t1_aa,Missile Truck,860,155,2400,3440,52,Light g2g missile launcher | Light g2a missile launcher,img/bar/cormist.png
bar-legvcarry,bar,legvcarry,Mantis,Mobile Drone Carrier Truck (Drones cost 15m 500E each),legion,land,Mobile Drone Carrier Truck (Drones cost 15m 500E each),1,other,Mobile Drone Carrier Truck (Drones cost 15m 500E each),1400,400,9000,11550,45.0,Drone Targeting System,img/bar/legvcarry.png
bar-legca,bar,legca,Legion Construction Aircraft,Tech 1 Constructor,legion,air,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,151,105,3200,7560,215.0,,img/bar/legca.png
bar-coravp,bar,coravp,Advanced Vehicle Plant,Produces Tech 2 Vehicles,core,structure,Produces Tech 2 Vehicles,2,t2_factory_land,Produces Tech 2 Vehicles,5100,2600,16000,28000,,,img/bar/coravp.png
bar-corbhmth,bar,corbhmth,Cerberus,Geothermal Plasma Battery,core,structure,Geothermal Plasma Battery,2,t2_energy,Geothermal Plasma Battery,8300,3100,35000,59600,,Heavy g2g barrage plasma battery,img/bar/corbhmth.png
bar-legfhp,bar,legfhp,Offshore Hovercraft Platform,Builds Hovercraft,legion,other,Builds Hovercraft,1,t1_factory_land,Builds Hovercraft,3750,670,2000,8700,,,img/bar/legfhp.png
bar-legner,bar,legner,Nereus,Hovertank,legion,land,Hovertank,1,t1_hover,Hovertank,1100,220,2000,2400,76,Medium g2g plasma cannon,img/bar/legner.png
bar-armsnipe,bar,armsnipe,Sharpshooter,Sniper Bot,arm,land,Sniper Bot,2,t3_assault,Sniper Bot,580,680,20000,24000,33,Long-range g2g armor-piercing rifle | SniperWeapon,img/bar/armsnipe.png
bar-legageo,bar,legageo,Advanced Geothermal Powerplant,Produces 1250 Energy (Hazardous),legion,structure,Produces 1250 Energy (Hazardous),2,t2_energy,Produces 1250 Energy (Hazardous),4150,1600,27000,49950,,,img/bar/legageo.png
bar-armpship,bar,armpship,Ellysaw,Assault Frigate,arm,navy,Assault Frigate,1,t1_frigate,Assault Frigate,2150,380,2550,4250,81,Light long-range plasma cannon,img/bar/armpship.png
bar-corafus,bar,corafus,Advanced Fusion Reactor,Produces 3000 Energy (Hazardous),core,structure,Produces 3000 Energy (Hazardous),2,t2_energy,Produces 3000 Energy (Hazardous),9400,9700,48000,329200,,,img/bar/corafus.png
bar-armamb,bar,armamb,Rattlesnake,Cloakable Pop-up Plasma Artillery,arm,structure,Cloakable Pop-up Plasma Artillery,2,t2_arty,Cloakable Pop-up Plasma Artillery,4000,2500,17000,27000,,Pop-up heavy  long range g2g plasma cannon | Pop-up heavy  long range g2g plasma cannon | Pop-up heavy  long range g2g plasna cannon,img/bar/armamb.png
bar-legnanotcplat,bar,legnanotcplat,Naval Construction Turret,Assist & Repair in large radius,legion,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/legnanotcplat.png
bar-armaak,bar,armaak,Archangel,Advanced Amphibious Anti-Air Bot,arm,land,Advanced Amphibious Anti-Air Bot,2,t2_flak,Advanced Amphibious Anti-Air Bot,2200,520,5600,10000,47.4,Long-Range Anti-Air Missile Launcher | Medium-Range Anti-Air Missile Launcher,img/bar/armaak.png
bar-armuwmmm,bar,armuwmmm,Naval Advanced Energy Converter,Converts 600 energy into 10.3 metal per sec,arm,structure,Converts 600 energy into 10.3 metal per sec,2,t1_fab,Converts 600 energy into 10.3 metal per sec,445,380,21000,35000,,,img/bar/armuwmmm.png
bar-cormls,bar,cormls,Pathfinder,Naval Engineer,core,navy,Naval Engineer,2,t2_engineer,Naval Engineer,1600,200,3300,6500,57.75,,img/bar/cormls.png
bar-legnavyrezsub,bar,legnavyrezsub,Dionysus,Resurrection Submarine,legion,navy,Resurrection Submarine,1,other,Resurrection Submarine,420,200,3200,5960,66.9,,img/bar/legnavyrezsub.png
bar-leghive,bar,leghive,Hive,Carries 6 Drones (costs 15m 500E each),legion,structure,Carries 6 Drones (costs 15m 500E each),1,other,Carries 6 Drones (costs 15m 500E each),1200,300,7500,6000,,HeavyCannon,img/bar/leghive.png
bar-legtide,bar,legtide,Tidal Generator,Produces Energy (depends on map),legion,other,Produces Energy (depends on map),1,t1_energy,Produces Energy (depends on map),395,85,250,2100,,,img/bar/legtide.png
bar-armpb,bar,armpb,Pit Bull,Pop-up Gauss Cannon,arm,structure,Pop-up Gauss Cannon,2,t2_arty,Pop-up Gauss Cannon,2800,680,14000,15000,,Pop-up heavy g2g gauss cannon,img/bar/armpb.png
bar-cordoom,bar,cordoom,Bulwark,Energy Weapon,core,structure,Energy Weapon,2,t3_arty_static,Energy Weapon,9400,3000,37000,55200,,Long-range g2g tachyon accelerator | Light close-quarters g2g laser | High energy g2g laser,img/bar/cordoom.png
bar-legcar,bar,legcar,Cardea,Shotgun Hovertank,legion,land,Shotgun Hovertank,1,t1_hover,Shotgun Hovertank,3600,550,11000,11000,51,Medium Shotgun,img/bar/legcar.png
bar-corfhlt,bar,corfhlt,Coral,Floating Heavy Laser Tower,core,structure,Floating Heavy Laser Tower,1,t1_pd,Floating Heavy Laser Tower,4350,480,6200,11400,,High energy g2g laser,img/bar/corfhlt.png
bar-corstorm,bar,corstorm,Aggravator,Rocket Bot - good vs. static defenses,core,land,Rocket Bot - good vs. static defenses,1,t1_arty,Rocket Bot - good vs. static defenses,740,110,1150,1950,47.7,Rockets,img/bar/corstorm.png
bar-legaceb,bar,legaceb,Proteus,All-Terrain Combat Engineer,legion,other,All-Terrain Combat Engineer,2,t2_engineer,All-Terrain Combat Engineer,830,310,5600,9500,75.0,,img/bar/legaceb.png
bar-armseer,bar,armseer,Prophet,Radar Vehicle,arm,land,Radar Vehicle,2,t1_radar,Radar Vehicle,980,125,2000,7500,57,,img/bar/armseer.png
bar-armshltx,bar,armshltx,Experimental Gantry,Produces Experimental Units,arm,structure,Produces Experimental Units,3,t2_factory_land,Produces Experimental Units,16000,7900,58000,62000,,,img/bar/armshltx.png
bar-legsd,bar,legsd,Ichnaea,Intrusion Countermeasure System - tracks down stealthy units,legion,other,Intrusion Countermeasure System - tracks down stealthy units,2,other,Intrusion Countermeasure System - tracks down stealthy units,2650,710,7100,11900,,,img/bar/legsd.png
bar-armlship,bar,armlship,Maelstrom,Fast Raider/Skirmisher,arm,navy,Fast Raider/Skirmisher,2,other,Fast Raider/Skirmisher,2200,570,11400,15000,99,Close-quarters lightning turret | Light g2a missile launcher,img/bar/armlship.png
bar-corfrad,bar,corfrad,Naval Radar / Sonar Tower,Early Warning System,core,structure,Early Warning System,1,t1_radar,Early Warning System,114,130,1000,1800,,,img/bar/corfrad.png
bar-armafus,bar,armafus,Advanced Fusion Reactor,Produces 3000 Energy (Hazardous),arm,structure,Produces 3000 Energy (Hazardous),2,t2_energy,Produces 3000 Energy (Hazardous),7900,9700,69000,312500,,,img/bar/armafus.png
bar-legvp,bar,legvp,Legion Vehicle Plant,Produces Tech 1 Vehicles,legion,other,Produces Tech 1 Vehicles,1,t1_factory_land,Produces Tech 1 Vehicles,3000,570,1650,5700,,,img/bar/legvp.png
bar-leganavyflagship,bar,leganavyflagship,Neptune,Naval Combat Flagship,legion,navy,Naval Combat Flagship,2,t3_battleship,Naval Combat Flagship,48000,16000,240000,269000,63,Dual Experimental Thermal Ordnance Generators | Targeting System | Dual Naval-Series Rail Accelerators,img/bar/leganavyflagship.png
bar-leganavyartyship,bar,leganavyartyship,Corinth,Long Range Cluster Plasma Bombardment Vessel,legion,navy,Long Range Cluster Plasma Bombardment Vessel,2,other,Long Range Cluster Plasma Bombardment Vessel,22000,13000,125000,204750,48,Plasma Cluster Burst | Heavy Artillery Cluster Plasma Cannon | Dual Quad-Barrelled Long-Range Cluster Plasma Cannon | Plasma Cluster Burst,img/bar/leganavyartyship.png
bar-armarad,bar,armarad,Advanced Radar Tower,Long-Range Radar,arm,structure,Long-Range Radar,2,t1_radar,Long-Range Radar,355,400,14000,8000,,,img/bar/armarad.png
bar-leganavybattleship,bar,leganavybattleship,Scylla,Hybrid Cross-Terrain Battleship,legion,navy,Hybrid Cross-Terrain Battleship,2,t3_battleship,Hybrid Cross-Terrain Battleship,10350,2900,21000,49350,25,Heavy long-range g2g plasma cannon | Heavy long-range g2g plasma cannon | Medium Shotgun,img/bar/leganavybattleship.png
bar-leganavyengineer,bar,leganavyengineer,Artifex,Naval Engineer,legion,other,Naval Engineer,2,t2_engineer,Naval Engineer,1600,200,3300,4800,57.75,,img/bar/leganavyengineer.png
bar-legaca,bar,legaca,Advanced Construction Aircraft,Tech 2 Constructor,legion,other,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,195,330,11000,17500,203,,img/bar/legaca.png
bar-armckfus,bar,armckfus,Cloakable Fusion Reactor,Produces 750 Energy,arm,structure,Produces 750 Energy,2,t2_energy,Produces 750 Energy,3800,3650,22000,65000,,,img/bar/armckfus.png
bar-legmh,bar,legmh,Salacia,Hovercraft Rocket Launcher,legion,land,Hovercraft Rocket Launcher,1,t1_arty,Hovercraft Rocket Launcher,520,190,3100,3300,70,Rocket,img/bar/legmh.png
bar-coruwfus,bar,coruwfus,Naval Fusion Reactor,Produces 1220 Energy,core,structure,Produces 1220 Energy,2,t2_energy,Produces 1220 Energy,5900,5400,34000,105000,,,img/bar/coruwfus.png
bar-corroach,bar,corroach,Bedbug,Amphibious Crawling Bomb,core,land,Amphibious Crawling Bomb,2,other,Amphibious Crawling Bomb,620,69,5800,7900,76,Self-destruction | Crawlingbomb Dummy Weapon,img/bar/corroach.png
bar-corsb,bar,corsb,Dam Buster,Seaplane Bomber,core,air,Seaplane Bomber,1,t1_bomber,Seaplane Bomber,940,200,8200,9000,240,CorSeaAdvancedBombs,img/bar/corsb.png
bar-legehovertank,bar,legehovertank,Charybdis,Heavy Assault Hovertank,legion,other,Heavy Assault Hovertank,3,experimental,Heavy Assault Hovertank,4900,1350,25000,41600,63,Heavy Sweepfire Heatray | Depthcharge Launcher | Parabolic Trajectory Multi-Rocket Launcher,img/bar/legehovertank.png
bar-corlab,bar,corlab,Bot Lab,Produces Tech 1 Bots,core,structure,Produces Tech 1 Bots,1,t1_factory_land,Produces Tech 1 Bots,2900,470,1050,5000,,,img/bar/corlab.png
bar-armsd,bar,armsd,Tracer,Intrusion Countermeasure System - tracks down stealthy units,arm,structure,Intrusion Countermeasure System - tracks down stealthy units,2,other,Intrusion Countermeasure System - tracks down stealthy units,2650,710,7100,11900,,,img/bar/armsd.png
bar-legwhisper,bar,legwhisper,Whisper,Radar / Sonar Plane,legion,other,Radar / Sonar Plane,2,t1_radar,Radar / Sonar Plane,990,210,9000,16480,321,,img/bar/legwhisper.png
bar-cortarg,bar,cortarg,Pinpointer,"Enhanced Radar Targeting, more facilities enhance accuracy",core,structure,"Enhanced Radar Targeting, more facilities enhance accuracy",2,t1_radar,"Enhanced Radar Targeting, more facilities enhance accuracy",2000,800,7500,10900,,,img/bar/cortarg.png
bar-cordemon,bar,cordemon,Demon,Flamethrower Mech,core,land,Flamethrower Mech,3,experimental,Flamethrower Mech,18000,6000,90000,160000,63,Demon's Maw; Heavy long range AoE flamethrower | ShoulderRockets | Heavy long range AoE flamethrower,img/bar/cordemon.png
bar-armnanotc,bar,armnanotc,Construction Turret,Assist & Repair in large radius,arm,structure,Assist & Repair in large radius,1,other,Assist & Repair in large radius,560,230,3200,5300,,,img/bar/armnanotc.png
bar-armvang,bar,armvang,Vanguard,All-Terrain Heavy Plasma Cannon,arm,land,All-Terrain Heavy Plasma Cannon,3,experimental,All-Terrain Heavy Plasma Cannon,8500,3300,71000,120000,33,Heavy long-range g2g plasma cannon | Heavy long-range g2g plasma cannon | Heavy long-range g2g plasma cannon,img/bar/armvang.png
bar-legdtr,bar,legdtr,Dragon's Jaw,Pop-up Riot Cannon Turret,legion,other,Pop-up Riot Cannon Turret,1,other,Pop-up Riot Cannon Turret,1610,290,1550,4420,,Area Control Riot Cannon,img/bar/legdtr.png
bar-corch,bar,corch,Construction Hovercraft,Tech 1 Constructor,core,land,Tech 1 Constructor,1,t1_engineer,Tech 1 Constructor,1490,190,3000,4580,60.899,,img/bar/corch.png
bar-armfav,bar,armfav,Rover,Light Scout Vehicle,arm,land,Light Scout Vehicle,1,t1_land_scout,Light Scout Vehicle,105,31,370,950,168,Light Close-Quarters g2g Laser,img/bar/armfav.png
bar-legspbomber,bar,legspbomber,Pyrphoros,Seaplane Bomber,legion,air,Seaplane Bomber,1,t1_bomber,Seaplane Bomber,1170,240,7500,9890,267.29999,Advanced Scatterfire Warheads,img/bar/legspbomber.png
bar-corseah,bar,corseah,Skyhook,Heavy Assault Transport,core,air,Heavy Assault Transport,2,t1_transport,Heavy Assault Transport,2200,370,6400,12500,200,,img/bar/corseah.png
bar-legjam,bar,legjam,Nyx,Medium-Range Jamming Device,legion,other,Medium-Range Jamming Device,1,other,Medium-Range Jamming Device,1070,140,7200,4570,,,img/bar/legjam.png
bar-corfus,bar,corfus,Fusion Reactor,Produces 850 Energy,core,structure,Produces 850 Energy,2,t2_energy,Produces 850 Energy,4300,3600,22000,59000,,,img/bar/corfus.png
bar-legavp,bar,legavp,Advanced Vehicle Plant,Produces Tech 2 Vehicles,legion,other,Produces Tech 2 Vehicles,2,t2_factory_land,Produces Tech 2 Vehicles,5100,2500,16000,27750,,,img/bar/legavp.png
bar-leggob,bar,leggob,Goblin,Light Skirmish Bot,legion,land,Light Skirmish Bot,1,t1_light_bot,Light Skirmish Bot,200,25,500,900,75,Rapid-fire a2g machine guns,img/bar/leggob.png
bar-legkark,bar,legkark,Karkinos,Medium Dual-Weapon Infantry Bot,legion,land,Medium Dual-Weapon Infantry Bot,1,t1_light_bot,Medium Dual-Weapon Infantry Bot,1725,330,2600,4400,42.0,Light g2g Heat Ray | Dual-Feed Medium Shotgun,img/bar/legkark.png
bar-legaradk,bar,legaradk,Euclid,Mobile Radar Bot,legion,land,Mobile Radar Bot,2,t1_radar,Mobile Radar Bot,390,99,1350,4700,45,,img/bar/legaradk.png
bar-cormh,bar,cormh,Mangonel,Hovercraft Rocket Launcher,core,land,Hovercraft Rocket Launcher,1,t1_arty,Hovercraft Rocket Launcher,550,200,3300,3500,63.9,Rocket,img/bar/cormh.png
bar-armmstor,bar,armmstor,Metal Storage,Increases Metal Storage (3000),arm,structure,Increases Metal Storage (3000),1,other,Increases Metal Storage (3000),2100,330,570,2920,,,img/bar/armmstor.png
bar-legvenator,bar,legvenator,Venator,Rapid-Response Flak Interceptor Fighter,legion,other,Rapid-Response Flak Interceptor Fighter,2,t2_flak,Rapid-Response Flak Interceptor Fighter,210,110,3200,9730,450,Birdshot Cannon,img/bar/legvenator.png
bar-legfloat,bar,legfloat,Triton,Heavy Convertible Tank/Boat,legion,land,Heavy Convertible Tank/Boat,2,t2_tank,Heavy Convertible Tank/Boat,,,,12000,55,Rapid-fire machine gun | Medium g2g gauss cannon,img/bar/legfloat.png
bar-coreter,bar,coreter,Obscurer,Radar Jammer Vehicle,core,land,Radar Jammer Vehicle,2,other,Radar Jammer Vehicle,580,105,1900,7500,41.4,,img/bar/coreter.png
bar-armacv,bar,armacv,Advanced Construction Vehicle,Tech 2 Constructor,arm,land,Tech 2 Constructor,2,t2_engineer,Tech 2 Constructor,2050,550,6800,16000,52.5,,img/bar/armacv.png
bar-legaskirmtank,bar,legaskirmtank,Gladiator,Medium Burst-Fire Skirmisher Tank,legion,land,Medium Burst-Fire Skirmisher Tank,2,t2_tank,Medium Burst-Fire Skirmisher Tank,2500,450,6800,10490,65,Heavy Rotary Plasma Cannon,img/bar/legaskirmtank.png
bar-armmex,bar,armmex,Metal Extractor,Extracts Metal from Metalspots,arm,structure,Extracts Metal from Metalspots,1,t1_mex,Extracts Metal from Metalspots,270,50,500,1800,,,img/bar/armmex.png
bar-leganavycruiser,bar,leganavycruiser,Thalassa,Gatling Gun Cruiser,legion,navy,Gatling Gun Cruiser,2,t2_cruiser,Gatling Gun Cruiser,5600,900,10800,20290,57,Twin Rapid-fire Machine Guns | Medium depthcharge launcher | Dual Heavy Assault Kinetic Shotgun | Dual Rotary Machine Guns,img/bar/leganavycruiser.png
bar-legmg,bar,legmg,Cacophony,Heavy Land/Air Gatling Gun Turret,legion,structure,Heavy Land/Air Gatling Gun Turret,1,other,Heavy Land/Air Gatling Gun Turret,2350,420,5500,7600,,Heavy Rapid-fire Machine Gun,img/bar/legmg.png
